date,comunidad,var,name,value
1999-06-01,Total España,CONSUMO X CAPITA,GAMBAS/LANGOSTINOS,0.07835957938541536
1999-06-01,Total España,CONSUMO X CAPITA,LENGUADO,0.10427911095668176
1999-06-01,Total España,CONSUMO X CAPITA,LENGUADO CONGELADO,0.01925982945331022
1999-06-01,Total España,CONSUMO X CAPITA,LENGUADO FRESCO,0.08501928150337153
1999-06-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC COCI,0.014365488480835685
1999-06-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC CONG,0.08727410180801351
1999-06-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC FRES,0.2943672042925744
1999-06-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSCO/CRUS,0.39600679458142357
1999-06-01,Total España,CONSUMO X CAPITA,MEJILLON,0.0816547196950111
1999-06-01,Total España,CONSUMO X CAPITA,MEJILLON CONGELADO,0.0023911571108802035
1999-06-01,Total España,CONSUMO X CAPITA,MEJILLON FRESCO,0.07926356258413089
1999-06-01,Total España,CONSUMO X CAPITA,MEJILLONES,0.017780424734148093
1999-06-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD,0.33909269407432485
1999-06-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.CON,0.12429606079904647
1999-06-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.FRE,0.2147966332752784
1999-06-01,Total España,CONSUMO X CAPITA,OTRAS CONS.PESCADO,0.03494407579154572
1999-06-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.0025360149675083096
1999-06-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.01966031882163498
1999-06-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.01962598400094631
1999-06-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.041822067170960486
1999-06-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.3124558905555332
1999-06-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.06626269526132296
1999-06-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.2461931952942102
1999-06-01,Total España,CONSUMO X CAPITA,PESCADOS,1.1494044870920703
1999-06-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.2151249443344182
1999-06-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,0.9342795427576521
1999-06-01,Total España,CONSUMO X CAPITA,PULPO,0.0026462873843186322
1999-06-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.006525620883879964
1999-06-01,Total España,CONSUMO X CAPITA,SALMON,0.04622143536343414
1999-06-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.0016573443008333288
1999-06-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.04456409106260081
1999-06-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.21897871468280986
1999-06-01,Total España,CONSUMO X CAPITA,SARDINAS,0.02666863214818922
1999-06-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,3.0433319927137186
1999-06-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,1.8256593560891523
1999-06-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.04114765109451372
1999-07-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.003137250258253683
1999-07-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,9.88943083485304e-4
1999-07-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.05917969743429264
1999-07-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.06026437702509963
1999-07-01,Total España,CONSUMO X CAPITA,ATUN,0.18985426568842895
1999-07-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.08631798983044218
1999-07-01,Total España,CONSUMO X CAPITA,BACALAO,0.03088930890160433
1999-07-01,Total España,CONSUMO X CAPITA,BACALAO CONGELADO,0.004602620306185404
1999-07-01,Total España,CONSUMO X CAPITA,BACALAO FRESCO,0.026286688595418925
1999-07-01,Total España,CONSUMO X CAPITA,BERBEREC.CONGELADO,9.548588819257496e-5
1999-07-01,Total España,CONSUMO X CAPITA,BERBERECHOS,0.011705918282673991
1999-07-01,Total España,CONSUMO X CAPITA,CABALLA FRESCA,0.009622020224088005
1999-07-01,Total España,CONSUMO X CAPITA,CALAMAR Y PULPO FR,0.12410408654614485
1999-07-01,Total España,CONSUMO X CAPITA,CALAMARES,0.007580727417451463
1999-07-01,Total España,CONSUMO X CAPITA,CALAMARES CONGELAD,0.02125576019757706
1999-07-01,Total España,CONSUMO X CAPITA,"CALAMARES,PULPO",0.15236615511724325
1999-07-01,Total España,CONSUMO X CAPITA,CHICHARRO/CABALLA,0.006159967574502099
1999-07-01,Total España,CONSUMO X CAPITA,CONS.PESCADO/MOLUSCO,0.3065247382459125
1999-07-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.COCIDO,0.010451820160585684
1999-07-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.CONG.,0.04605878354863891
1999-07-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.FRESCO,0.050077711903116946
1999-07-01,Total España,CONSUMO X CAPITA,GAMBAS/LANGOSTINOS,0.10658831561234154
1999-07-01,Total España,CONSUMO X CAPITA,LENGUADO,0.11273174232432209
1999-07-01,Total España,CONSUMO X CAPITA,LENGUADO CONGELADO,0.019775603621027593
1999-07-01,Total España,CONSUMO X CAPITA,LENGUADO FRESCO,0.0929561387032945
1999-07-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC COCI,0.0206094134635911
1999-07-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC CONG,0.10077244810211347
1999-07-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC FRES,0.35715757152001776
1999-07-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSCO/CRUS,0.4785394330857224
1999-07-01,Total España,CONSUMO X CAPITA,MEJILLON,0.10789253756025273
1999-07-01,Total España,CONSUMO X CAPITA,MEJILLON CONGELADO,0.002503183861594327
1999-07-01,Total España,CONSUMO X CAPITA,MEJILLON FRESCO,0.1053891030795293
1999-07-01,Total España,CONSUMO X CAPITA,MEJILLONES,0.02052620791272513
1999-07-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD,0.32872307698808867
1999-07-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.CON,0.12011999425061373
1999-07-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.FRE,0.20860308273747494
1999-07-01,Total España,CONSUMO X CAPITA,OTRAS CONS.PESCADO,0.03817706255712109
1999-07-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.003522702478831584
1999-07-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.022863732529974857
1999-07-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.025041863381107848
1999-07-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.05142829838991429
1999-07-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.32406682418827276
1999-07-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.06696217325068117
1999-07-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.25710465093759166
1999-07-01,Total España,CONSUMO X CAPITA,PESCADOS,1.2342122460504692
1999-07-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.21404803393661373
1999-07-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,1.0201642121138557
1999-07-01,Total España,CONSUMO X CAPITA,PULPO,0.003282859972269132
1999-07-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.007006057754392213
1999-07-01,Total España,CONSUMO X CAPITA,SALMON,0.049419836689191726
1999-07-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.00258764250810587
1999-07-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.046832194181085855
1999-07-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.2535451074467802
1999-07-01,Total España,CONSUMO X CAPITA,SARDINAS,0.026100478582486947
1999-07-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,3.5131047686630206
1999-07-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,2.019276417382104
1999-07-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.03889659007680844
1999-08-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.0026029302749818466
1999-08-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,6.308083479808691e-4
1999-08-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.04464554227956298
1999-08-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.04544175925275933
1999-08-01,Total España,CONSUMO X CAPITA,ATUN,0.16343499957370852
1999-08-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.07997582214907395
1999-08-01,Total España,CONSUMO X CAPITA,BACALAO,0.02253366713693123
1999-08-01,Total España,CONSUMO X CAPITA,BACALAO CONGELADO,0.004070555895075597
1999-08-01,Total España,CONSUMO X CAPITA,BACALAO FRESCO,0.018463111241855634
1999-08-01,Total España,CONSUMO X CAPITA,BERBEREC.CONGELADO,1.6540862521548417e-4
1999-08-01,Total España,CONSUMO X CAPITA,BERBERECHOS,0.009485182179591559
1999-08-01,Total España,CONSUMO X CAPITA,CABALLA FRESCA,0.00714815880060006
1999-08-01,Total España,CONSUMO X CAPITA,CALAMAR Y PULPO FR,0.09848153864287902
1999-08-01,Total España,CONSUMO X CAPITA,CALAMARES,0.008103518920784038
1999-08-01,Total España,CONSUMO X CAPITA,CALAMARES CONGELAD,0.01926158378721402
1999-08-01,Total España,CONSUMO X CAPITA,"CALAMARES,PULPO",0.1255907592200513
1999-08-01,Total España,CONSUMO X CAPITA,CHICHARRO/CABALLA,0.004998849149315223
1999-08-01,Total España,CONSUMO X CAPITA,CONS.PESCADO/MOLUSCO,0.2637222490418566
1999-08-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.COCIDO,0.0065699804697332085
1999-08-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.CONG.,0.04484102520027219
1999-08-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.FRESCO,0.037955264627854875
1999-08-01,Total España,CONSUMO X CAPITA,GAMBAS/LANGOSTINOS,0.08936601967873116
1999-08-01,Total España,CONSUMO X CAPITA,LENGUADO,0.0881006436958327
1999-08-01,Total España,CONSUMO X CAPITA,LENGUADO CONGELADO,0.019262586263730473
1999-08-01,Total España,CONSUMO X CAPITA,LENGUADO FRESCO,0.0688378068129731
1999-08-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC COCI,0.013493835149775906
1999-08-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC CONG,0.09414256966052192
1999-08-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC FRES,0.292159751003335
1999-08-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSCO/CRUS,0.39979640643276193
1999-08-01,Total España,CONSUMO X CAPITA,MEJILLON,0.09235515403167825
1999-08-01,Total España,CONSUMO X CAPITA,MEJILLON CONGELADO,0.0019087152873350417
1999-08-01,Total España,CONSUMO X CAPITA,MEJILLON FRESCO,0.0904464387443432
1999-08-01,Total España,CONSUMO X CAPITA,MEJILLONES,0.0178485931372672
1999-08-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD,0.28013679952233134
1999-08-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.CON,0.11367331839240478
1999-08-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.FRE,0.16646348112992657
1999-08-01,Total España,CONSUMO X CAPITA,OTRAS CONS.PESCADO,0.03232786270272081
1999-08-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.0020500644761555463
1999-08-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.01948764224167518
1999-08-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.025505007531711206
1999-08-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.04704271424954193
1999-08-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.2608396278187831
1999-08-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.06728346697420579
1999-08-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.1935561608445773
1999-08-01,Total España,CONSUMO X CAPITA,PESCADOS,0.9990848877831751
1999-08-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.20587584537445236
1999-08-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,0.7932090424087227
1999-08-01,Total España,CONSUMO X CAPITA,PULPO,0.002341785142444673
1999-08-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.007847636789958267
1999-08-01,Total España,CONSUMO X CAPITA,SALMON,0.03769136268489744
1999-08-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.0015856672299066187
1999-08-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.03610569545499082
1999-08-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.19238877694116255
1999-08-01,Total España,CONSUMO X CAPITA,SARDINAS,0.022578527961042705
1999-08-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,2.722659052771913
1999-08-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,1.6626035432577935
1999-08-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.030270279652691835
1999-09-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.00241672026204987
1999-09-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,6.373244453378428e-4
1999-09-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.0629600363778538
1999-09-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.06376652873534383
1999-09-01,Total España,CONSUMO X CAPITA,ATUN,0.16251422489334233
1999-09-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.09940632322931105
1999-09-01,Total España,CONSUMO X CAPITA,BACALAO,0.031399569448481185
1999-09-01,Total España,CONSUMO X CAPITA,BACALAO CONGELADO,0.0043700457543672695
1999-09-01,Total España,CONSUMO X CAPITA,BACALAO FRESCO,0.027029523694113912
1999-09-01,Total España,CONSUMO X CAPITA,BERBEREC.CONGELADO,1.6916791215219973e-4
1999-09-01,Total España,CONSUMO X CAPITA,BERBERECHOS,0.00983153781602762
1999-09-01,Total España,CONSUMO X CAPITA,CABALLA FRESCA,0.008598992939043147
1999-09-01,Total España,CONSUMO X CAPITA,CALAMAR Y PULPO FR,0.12695086923375498
1999-09-01,Total España,CONSUMO X CAPITA,CALAMARES,0.007893249471457083
1999-09-01,Total España,CONSUMO X CAPITA,CALAMARES CONGELAD,0.02083898058585986
1999-09-01,Total España,CONSUMO X CAPITA,"CALAMARES,PULPO",0.15578986304007464
1999-09-01,Total España,CONSUMO X CAPITA,CHICHARRO/CABALLA,0.006008343001387906
1999-09-01,Total España,CONSUMO X CAPITA,CONS.PESCADO/MOLUSCO,0.2716646198626201
1999-09-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.COCIDO,0.009045094988866726
1999-09-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.CONG.,0.04570064881313447
1999-09-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.FRESCO,0.045844002954987896
1999-09-01,Total España,CONSUMO X CAPITA,GAMBAS/LANGOSTINOS,0.10058999737611822
1999-09-01,Total España,CONSUMO X CAPITA,LENGUADO,0.1117327744756722
1999-09-01,Total España,CONSUMO X CAPITA,LENGUADO CONGELADO,0.02494637749291527
1999-09-01,Total España,CONSUMO X CAPITA,LENGUADO FRESCO,0.08678614636362783
1999-09-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC COCI,0.017527800652000807
1999-09-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC CONG,0.09821362679385576
1999-09-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC FRES,0.36211030674957595
1999-09-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSCO/CRUS,0.4778517341954325
1999-09-01,Total España,CONSUMO X CAPITA,MEJILLON,0.10481042351040419
1999-09-01,Total España,CONSUMO X CAPITA,MEJILLON CONGELADO,0.0017072175075270883
1999-09-01,Total España,CONSUMO X CAPITA,MEJILLON FRESCO,0.10310320600287712
1999-09-01,Total España,CONSUMO X CAPITA,MEJILLONES,0.017312769439220676
1999-09-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD,0.3183068447438372
1999-09-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.CON,0.12190590616468273
1999-09-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.FRE,0.1964009385791545
1999-09-01,Total España,CONSUMO X CAPITA,OTRAS CONS.PESCADO,0.03755201844910985
1999-09-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.003465811936522622
1999-09-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.02116002369025537
1999-09-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.02826908590671359
1999-09-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.05289492153349158
1999-09-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.33773759644320345
1999-09-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.0650669913963183
1999-09-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.2726706050468852
1999-09-01,Total España,CONSUMO X CAPITA,PESCADOS,1.2188803702077686
1999-09-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.2176674753992835
1999-09-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,1.0012131454276143
1999-09-01,Total España,CONSUMO X CAPITA,PULPO,0.002541027350090597
1999-09-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.008000263839588918
1999-09-01,Total España,CONSUMO X CAPITA,SALMON,0.04778229129955844
1999-09-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.0013781545909999204
1999-09-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.046404136708558516
1999-09-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.22633388488405842
1999-09-01,Total España,CONSUMO X CAPITA,SARDINAS,0.025594729179934144
1999-09-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,3.360208052849442
1999-09-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,1.9683967242658211
1999-09-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.037582343363732694
1999-10-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.0028851274143646267
1999-10-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,0.0014703824305140087
1999-10-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.07239158606381488
1999-10-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.07391108984363531
1999-10-01,Total España,CONSUMO X CAPITA,ATUN,0.1497161084459879
1999-10-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.05077167627163464
1999-10-01,Total España,CONSUMO X CAPITA,BACALAO,0.03831515369726311
1999-10-01,Total España,CONSUMO X CAPITA,BACALAO CONGELADO,0.005173530682307939
1999-10-01,Total España,CONSUMO X CAPITA,BACALAO FRESCO,0.033141372395826055
1999-10-01,Total España,CONSUMO X CAPITA,BERBEREC.CONGELADO,4.9121349306416514e-5
1999-10-01,Total España,CONSUMO X CAPITA,BERBERECHOS,0.01187734176698822
1999-10-01,Total España,CONSUMO X CAPITA,CABALLA FRESCA,0.00564444402591384
1999-10-01,Total España,CONSUMO X CAPITA,CALAMAR Y PULPO FR,0.15648583236162528
1999-10-01,Total España,CONSUMO X CAPITA,CALAMARES,0.008507767576045516
1999-10-01,Total España,CONSUMO X CAPITA,CALAMARES CONGELAD,0.020665050910254487
1999-10-01,Total España,CONSUMO X CAPITA,"CALAMARES,PULPO",0.18317075475320693
1999-10-01,Total España,CONSUMO X CAPITA,CHICHARRO/CABALLA,0.0059304004522333365
1999-10-01,Total España,CONSUMO X CAPITA,CONS.PESCADO/MOLUSCO,0.27483695679894976
1999-10-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.COCIDO,0.011520710746258473
1999-10-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.CONG.,0.045971066853448886
1999-10-01,Total España,CONSUMO X CAPITA,GAMBAS/LANG.FRESCO,0.04462649522575029
1999-10-01,Total España,CONSUMO X CAPITA,GAMBAS/LANGOSTINOS,0.10211802220632854
1999-10-01,Total España,CONSUMO X CAPITA,LENGUADO,0.1263576537551413
1999-10-01,Total España,CONSUMO X CAPITA,LENGUADO CONGELADO,0.026571141306963735
1999-10-01,Total España,CONSUMO X CAPITA,LENGUADO FRESCO,0.09978651244817754
1999-10-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC COCI,0.025999479073453853
1999-10-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC CONG,0.09999151889579311
1999-10-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSC FRES,0.4156164883389775
1999-10-01,Total España,CONSUMO X CAPITA,MARISCO/MOLUSCO/CRUS,0.5416074863082244
1999-10-01,Total España,CONSUMO X CAPITA,MEJILLON,0.12333944758321691
1999-10-01,Total España,CONSUMO X CAPITA,MEJILLON CONGELADO,0.0024259931698271016
1999-10-01,Total España,CONSUMO X CAPITA,MEJILLON FRESCO,0.12091320379426071
1999-10-01,Total España,CONSUMO X CAPITA,MEJILLONES,0.02076955908709518
1999-10-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD,0.35437895723552676
1999-10-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.CON,0.1351533827105392
1999-10-01,Total España,CONSUMO X CAPITA,MERLUZA/PESCAD.FRE,0.21922582514411662
1999-10-01,Total España,CONSUMO X CAPITA,OTRAS CONS.PESCADO,0.046105398706654185
1999-10-01,Total España,CONSUMO X CAPITA,OTROS MARISC.COCI.,0.00424448557068097
1999-10-01,Total España,CONSUMO X CAPITA,OTROS MARISC.CONG.,0.023390032701115036
1999-10-01,Total España,CONSUMO X CAPITA,OTROS MARISC.FRES.,0.03143340303091162
1999-10-01,Total España,CONSUMO X CAPITA,OTROS MARISC/MOLUSC,0.05906817192183674
1999-10-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS,0.3770043509737138
1999-10-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS CON,0.06706417523623072
1999-10-01,Total España,CONSUMO X CAPITA,OTROS PESCADOS FRE,0.3099401757374831
1999-10-01,Total España,CONSUMO X CAPITA,PESCADOS,1.2844543641022854
1999-10-01,Total España,CONSUMO X CAPITA,PESCADOS CONGELADOS,0.23555691945459634
1999-10-01,Total España,CONSUMO X CAPITA,PESCADOS FRESCOS,1.0488971940285599
1999-10-01,Total España,CONSUMO X CAPITA,PULPO,0.0026112007062426205
1999-10-01,Total España,CONSUMO X CAPITA,PULPO CONGELADO,0.006019871481327167
1999-10-01,Total España,CONSUMO X CAPITA,SALMON,0.060135057554476616
1999-10-01,Total España,CONSUMO X CAPITA,SALMON CONGELADO,0.001594689518554736
1999-10-01,Total España,CONSUMO X CAPITA,SALMON FRESCO,0.058540368035921886
1999-10-01,Total España,CONSUMO X CAPITA,SARDINA/BOQUERON,0.231046526987925
1999-10-01,Total España,CONSUMO X CAPITA,SARDINAS,0.02643380202420906
1999-10-01,Total España,CONSUMO X CAPITA,TOTAL CARNE,3.8833449093419374
1999-10-01,Total España,CONSUMO X CAPITA,TOTAL PESCA,2.1008985565903306
1999-10-01,Total España,CONSUMO X CAPITA,TRUCHA FRESCA,0.0408002929815612
1999-11-01,Total España,CONSUMO X CAPITA,ALMEJAS,0.0032011581361778476
1999-11-01,Total España,CONSUMO X CAPITA,ALMEJAS CONGELADO,0.0012528450264427354
1999-11-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERB.FRESC",0.06573388889889163
1999-11-01,Total España,CONSUMO X CAPITA,"ALMEJAS,BERBERECHO",0.06705389985193703
1999-11-01,Total España,CONSUMO X CAPITA,ATUN,0.12667594004911653
1999-11-01,Total España,CONSUMO X CAPITA,ATUN Y BONITO,0.026262879778153055
1999-11-01,Total España,CONSUMO X CAPITA,BACALAO,0.03526486827681211
